id1,id2,time1,time2,corr
s9,s7,3505,3529,-0.7308021850812508
s4,s7,1297,1273,-0.8999481096582459
s3,s2,829,853,0.9346311180420028
s9,s1,1321,1285,-0.954396703030668
s1,s1,1237,1261,-0.07451913185394655
s11,s6,2449,2425,-0.8981574366796233
s5,s7,409,457,0.8582601598765008
s5,s7,349,337,-0.8713013224731454
s5,s12,2977,2989,-0.9849324455961056
s9,s9,2497,2545,0.47436465911714104
s4,s2,3493,3529,0.99425363196753
s5,s12,1969,1981,-0.8075793575775907
s3,s10,2785,2833,0.7552985862639194
s4,s1,1933,1921,-0.7799394859517761
s7,s10,3577,3541,0.979450249161537
s10,s7,2857,2869,0.919294942847919
s8,s1,3613,3649,-0.9533145190258092
s2,s11,3289,3337,0.8395663280645367
s5,s7,1249,1213,0.8525496530835963
s9,s8,2833,2857,0.8442161673573263
s3,s6,2929,2941,0.7678905236216153
s6,s1,3637,3613,-0.9975792604489218
s11,s6,3805,3817,-0.8662686337446096
s6,s11,2737,2785,0.7282999609567369
s3,s8,529,577,-0.9962368067641405
s12,s11,469,457,0.9436935683495922
s1,s4,3577,3541,-0.7668328565502829
s6,s6,2185,2197,-0.35382017695419476
s7,s7,1861,1909,-0.4083161958853887
s3,s4,3109,3109,0.7867084808610322
s3,s4,2209,2197,0.8630630500892391
s4,s12,1117,1069,-0.865486379419742
s2,s11,469,469,0.9266667950210338
s1,s10,2761,2797,-0.8405498218363688
s12,s11,1297,1333,-0.7375718669384219
s4,s6,3517,3529,0.998361748714017
s5,s11,265,241,0.9913486392240771
s4,s8,3361,3361,0.848946177295732
s9,s10,3733,3745,0.9999566370104698
s3,s10,2485,2485,-0.9062648210002108
s2,s2,1201,1249,-0.49349558140956423
s8,s2,2437,2413,-0.9002159162204556
s1,s10,769,757,0.9601524834762521
s2,s11,1957,1921,0.9163788034113576
s6,s8,2473,2509,-0.8934286521543117
s2,s10,1393,1417,0.7844062272311881
s10,s4,2161,2149,-0.8446234649244347
s6,s9,1153,1189,0.9701409633634747
s5,s9,553,589,0.9803492971018328
s10,s9,661,625,-0.9573120287344498
s8,s1,3517,3517,-0.8160887002921654
s6,s3,3205,3229,-0.886439433656392
s5,s9,2257,2221,0.8900590183310291
s5,s2,421,373,0.931480186737531
s8,s11,2281,2293,0.922831486693446
s10,s12,3265,3241,0.9677382490954045
s9,s12,553,565,0.8291358327267363
s10,s5,3037,3025,-0.7082425219661224
s1,s11,649,685,-0.8693179450040304
s12,s2,97,49,-0.9353246828117563
s9,s8,1801,1849,-0.9848933632349143
s10,s7,649,637,0.8776149945223863
s11,s11,3457,3457,0.9999999999999998
s7,s9,2785,2785,0.8001409655579769
s5,s8,2173,2161,0.8883837606318254
s9,s1,1453,1405,-0.8459857103861466
s4,s9,1669,1693,0.9682973195612766
s11,s7,2821,2857,0.8368393555756508
s1,s9,2977,3025,0.9461872163705575
s12,s1,2893,2869,-0.906725947919912
s1,s1,313,361,0.2957119923900511
s5,s3,3205,3205,0.8917856416646693
s3,s8,2401,2353,0.8963992380297007
s7,s12,73,49,0.7780832149537248
s11,s8,2245,2245,0.7950609746108501
s4,s6,1321,1297,0.7725916759792844
s10,s6,2281,2317,-0.8497687952873272
s2,s9,3649,3697,0.8500013114940099
s2,s11,3133,3121,0.939077000822694
s5,s10,961,961,-0.8882435956122059
s6,s7,1849,1825,-0.8110865915790332
s4,s7,3577,3589,0.8994073521057093
s9,s3,2773,2737,-0.9323160884002901
s2,s8,1729,1753,-0.6739025212148592
s1,s2,409,361,0.8863921076030837
s10,s4,1165,1141,0.7860774285431665
s6,s8,2053,2005,0.933810381284226
s6,s9,2677,2701,-0.8307458806277561
s2,s7,1933,1957,-0.7673856692617765
s2,s6,2557,2533,0.8822931971530528
s2,s9,529,577,-0.8225332798217739
s1,s4,301,277,0.9981784358447761
s11,s8,877,865,-0.8604046753204287
s7,s2,1741,1717,-0.8758025769544968
s2,s12,3613,3601,-0.7474366618652107
s8,s6,2833,2881,0.7977350973077172
s2,s4,1849,1825,-0.8855525037046851
s8,s6,1261,1261,-0.9262870929574647
s12,s4,133,109,-0.9193380458105891
s9,s6,3097,3133,-0.8109292420874612
s10,s8,265,289,-0.8437698379036896
s3,s11,889,937,-0.8153662290554581
s4,s4,3829,3793,-0.3827276625513245
s3,s1,2653,2677,0.9000013580288401
s5,s5,3529,3553,-0.16259550852185434
s7,s3,829,793,-0.947674152842953
s10,s9,2053,2041,-0.6927659633711558
s12,s7,3541,3505,0.9450116958060931
s11,s8,2173,2209,-0.8261388406154325
s8,s11,1357,1405,-0.8778210670662236
s7,s3,2773,2749,-0.9143745207117238
s10,s12,1837,1861,0.7478970591217853
s8,s8,1153,1105,-0.34691719679066557
s8,s8,2329,2365,-0.2926458660384793
s4,s3,3769,3721,-0.7926457361103156
s5,s11,1609,1561,0.7844912261956681
s4,s3,2425,2413,0.837826533237685
s9,s12,2257,2281,-0.8750906217350165
s8,s1,2077,2065,0.8056132038811411
s10,s6,1153,1177,0.8899627799612854
s3,s12,3577,3625,0.8929257414355056
s8,s9,1417,1429,0.9899976806876218
s2,s1,1777,1765,-0.9335013504325864
s3,s3,469,505,-0.5978894973241541
s9,s8,1561,1609,-0.9693120798311624
s9,s2,2797,2749,0.99875176559768
s9,s12,3133,3133,0.9588249354714697
s9,s12,2149,2125,0.9753869457997071
s6,s9,529,505,-0.8409443194713975
s2,s4,1057,1009,-0.8840279904606345
s3,s9,1201,1153,-0.9763048301710339
s10,s11,1597,1621,-0.8896899670090936
s2,s12,3217,3169,0.8687120519092826
s6,s6,3721,3673,0.4696862268450672
s7,s11,2533,2545,0.8557403144688185
s4,s7,565,589,-0.8309824695770467
s2,s9,625,637,-0.656954528244071
s5,s12,2857,2881,-0.9088545320126706
s7,s5,2701,2677,0.9294107168723881
s6,s11,2857,2905,0.9432164548789265
s8,s8,2557,2605,-0.460674861123762
s7,s10,1537,1525,-0.957969240414748
s1,s11,2989,2965,0.885068661483137
s8,s10,2017,2029,0.9218485284367972
s4,s4,3229,3229,1.0
s4,s3,3205,3181,0.8378634214029818
s11,s12,1861,1885,0.7736486015923386
s12,s8,2269,2293,-0.9911483470176758
s10,s6,1933,1981,-0.8908130759264837
s11,s9,2725,2725,0.9159082734347653
s12,s8,2113,2149,-0.9355187733358726
s8,s12,2965,2965,0.8559844507995694
s7,s7,925,889,-0.29957523250795437
s6,s4,1273,1249,0.7603964525655065
s9,s2,421,409,-0.7586175862745247
s3,s10,2953,2953,-0.9819526947055894
s8,s4,3793,3745,0.9258962908189209
s8,s11,3565,3541,0.8309006563295653
s9,s5,2761,2809,0.9333735816878271
s3,s5,3529,3493,0.9952671140807429
s9,s2,1165,1141,-0.8780899900205401
s9,s2,1273,1297,0.9126556537234842
s7,s11,1357,1369,0.7628595412503336
s5,s12,3685,3697,-0.8371796270717031
s10,s9,1261,1237,-0.8310590379742445
s9,s9,1909,1873,-0.41603078840423097
s10,s6,721,673,-0.9042046098650065
s3,s1,3757,3781,-0.6971549944840083
s1,s10,2473,2473,0.8780275736532135
s4,s5,1765,1717,-0.950047934043343
s11,s12,1777,1741,-0.8115378123365141
s9,s5,3757,3793,-0.9390369168618102
s11,s12,1597,1609,-0.9289860376047917
s12,s6,3001,3049,-0.9453904749148204
s7,s5,3613,3577,-0.939840822597331
s2,s4,3805,3853,0.8239992019775879
s7,s2,1009,985,0.9651933326804204
s6,s1,937,973,0.8869373177010288
s6,s2,3109,3097,0.8417278734905401
s1,s10,3181,3169,0.8175192762308542
s11,s2,2113,2149,0.911129495470429
s9,s8,169,169,0.93896574856105
s8,s11,3265,3277,0.9981307180430884
s12,s11,985,973,0.8617045076333544
s12,s1,613,577,-0.9939373590285129
s12,s11,2689,2641,0.9625816134553347
s4,s5,61,109,0.8802019445886953
s4,s10,1597,1645,-0.8302946184967243
s10,s5,2965,2917,-0.9673789198097976
s6,s11,3841,3841,0.9736903140901844
s2,s9,2929,2977,0.8276034851841172
s3,s6,2065,2029,-0.8582154329496974
s9,s1,2365,2401,-0.9099107141698822
s7,s11,2305,2269,0.8611732860825831
s1,s9,1033,985,0.7793725451999196
s12,s11,1489,1477,-0.8642224147462995
s9,s3,2113,2161,0.9859390548757239
s6,s9,3277,3289,0.9194427189927658
s7,s12,2401,2425,-0.9472242212812967
s8,s4,181,217,0.8889263339655963
s7,s7,1285,1321,0.38326960315112113
s3,s10,3373,3325,0.9420834643078417
s7,s6,3385,3433,0.8851690945258277
s2,s9,1825,1837,-0.9974672913189666
s8,s6,961,961,0.9170841577296697
s10,s2,2509,2461,-0.7730103533660635
s10,s9,2653,2629,0.9956925308306954
s11,s5,553,541,-0.7193743856462428
s7,s11,2281,2233,-0.7815297656312589
s2,s12,1045,1045,-0.876975194115558
s12,s12,169,181,0.10645212870195628
s10,s1,829,781,-0.792891928572077
s1,s7,3529,3565,-0.8099544197352772
s3,s12,1897,1873,0.9607563203626117
s4,s6,1513,1537,-0.9802235546670682
s11,s9,2461,2473,-0.9718182712490372
s5,s1,2401,2389,0.8122267347685843
s3,s5,1141,1117,-0.9434554200195598
s9,s6,2857,2905,-0.8709669284309982
s2,s12,661,661,-0.9576672991036291
s7,s4,2089,2137,0.7956734650738531
